model,case_id,batch_index,batch_latency_seconds,prompt_sha256,response_sha256,action,risk_multiplier,confidence,reason_codes,valid,baseline_net_bps,ai_net_bps
qwen3:8b,8a0e3743ed57eba13be7c0c5fb1459b083393f44c261b343fcb7bb8ad1b20a4d,2,35.15572829998564,5fb7cd00dd500ab30c9d3eb38cf1058a52e4f2e3966aae1120563b3c7b26a8c6,3490fa11b0ad0f9a080c10ac77e5d537072834d976f7de4af9459285e93e856d,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,41.81749725341797,0.0
qwen3:8b,ffdc3b23433feeba97539d58983107af3b00ebf2a8b49e997f9b2de60af54b11,2,35.15572829998564,5fb7cd00dd500ab30c9d3eb38cf1058a52e4f2e3966aae1120563b3c7b26a8c6,3490fa11b0ad0f9a080c10ac77e5d537072834d976f7de4af9459285e93e856d,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-18.43707847595215,-0.0
qwen3:8b,7cc63aea58249b1972fffadf7a6951a5697245eb665fc18201ac71eb1d12f6f4,2,35.15572829998564,5fb7cd00dd500ab30c9d3eb38cf1058a52e4f2e3966aae1120563b3c7b26a8c6,3490fa11b0ad0f9a080c10ac77e5d537072834d976f7de4af9459285e93e856d,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,148.39923095703125,0.0
qwen3:8b,895a06f48708081efa43dbd10be85375cb33a3d2716cc0552712c8a2c4f09fe6,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-57.975765228271484,-0.0
qwen3:8b,fa07e795c90500988672dfcc706ec61e88ebc0370994cf3f27239a84706fb242,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,6.658986568450928,0.0
qwen3:8b,484ca5cea63b01aeddb49ab5a6a3e5ccf80d165050a144a2b0cd869ceed4bace,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-25.058246612548828,-0.0
qwen3:8b,308535baab6aab2c1b40464a73bc8aeb51928f8c2284cc68a001874e25040cc3,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-67.10453033447266,-0.0
qwen3:8b,c0ccb08660b5a8fa7f957327ce64f90030b19070c36bffb565830032f8588fd2,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,111.06964111328125,0.0
qwen3:8b,f0d8b76bc3555118f2cbfae0bf94c618a028aa72a3757bd73178ad7b2038f24e,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,36.74085998535156,0.0
qwen3:8b,1d51046cfdc6ebb9938c0e8b294825c31cdbb046456daff94105429d7cbfff23,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-86.11759185791016,-0.0
qwen3:8b,4b876813d594f81443168dff77482e67b71e9fd7d01fe76bde049afd2ff84830,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-15.263558387756348,-0.0
qwen3:8b,4ee35ab59451c1666433b2312a15ada4523aa49dce5d492b8e4937994b563aa7,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,49.250057220458984,0.0
qwen3:8b,2ab5b0f8a79cff6a928a3111c9316bf593e86e19a6832d0eb815c551f5f98ec5,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,0.14953939616680145,0.0
qwen3:8b,51180b9ad751cf194700d1a44653b25251eda9a16b464a6a666c9631d22e3cd3,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-150.11512756347656,-0.0
qwen3:8b,80861ed5c9a5bf4dccfc4d2deb2631fa85dc4ff7dc4e0ecbb6b7fe490a19dbb9,3,34.596551500028,dae8332c5f903af11c63a04dac8542acc93e79148521d36055ff762e9882ea0f,c80d61a15dff05483dbd83787d9864ccab43467746d6a8c368df2e0fccf14489,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,586.29541015625,0.0
qwen3:8b,eacb91febcbef3497ff9c43b5314077559391c67cd8f674a9e9ea7fbc1252f38,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-38.41361618041992,-0.0
qwen3:8b,435127076f2343247e96e80d2c4931412efb753e3be9a6f621def71ef9286d76,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-134.7374725341797,-0.0
qwen3:8b,2e30507cd641aa10bf3607f6193111343d09d0415600640815941d784dc54b19,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-100.21556854248047,-0.0
qwen3:8b,29b54465f01e72bfeb981bfa38a93ff064a0c0a106afa7285cc63f964181cb58,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,89.96704864501953,0.0
qwen3:8b,95ae2b67b22c3a156294bd87716c78aaf3efe7b972da2fed2e1955aac0d101fd,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,48.70671844482422,0.0
qwen3:8b,b4f24a98e0099ef2e3c4689bbdb0240c4da23116febfb3d172e2dc93d30516ac,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,36.26494598388672,0.0
qwen3:8b,dce0069a3417866b0b8a080c4d495871ab75642c055804f460b7ff004e4fe2e7,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-60.12954330444336,-0.0
qwen3:8b,8dc0f9b46d95d5f71e690850d7de8144ea6786f2db20c0d7a8c94bc78f51c784,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-144.20689392089844,-0.0
qwen3:8b,dc6e3d92a2fd23a91c216ab6d4e0729fb242d072b3b621a3a273216ce4beb6e4,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,37.66786193847656,0.0
qwen3:8b,4c105678073bbb7ee7c4b6333c8c5dbfbddf6ed44111898f1afe84a1a17bb2bf,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,68.56512451171875,0.0
qwen3:8b,06609ef2a3e214c7d450926b03bd75c52300a2b9de1af0618f26db990948cd29,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,5.3719611167907715,0.0
qwen3:8b,defe626860b2c7db357f771fffb1bfded038ab56977f50bf6aeaffdf51591510,4,34.719375500048045,9f1e5dc4f72aa0691a2f6586ced1c3f3dbdc339932eb404bd46ce5d634d13b80,8c4e213ef3bd1d462b8d1db3aff1b16e67d8375c431ca3f076624ae03ac0c564,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-37.055015563964844,-0.0
qwen3:8b,9adb06227dee7358267704140babc352bb799391d5d35e43bbb0974fdbf3f771,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,116.6989974975586,0.0
qwen3:8b,481749a9fcc6e02e3f902b9e5fe7278fedf6f10e71b8193bfa67ca5f8c5da2b2,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,14.873261451721191,0.0
qwen3:8b,ef52061ece427d36c2502f1958ee8b4460af4c8463ad3d54b7565528827dc77a,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,258.0872802734375,0.0
qwen3:8b,7b29ee7844da93834c3376c79e5e0601ea9c07c1ae896978946027f46d1ac625,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,31.38229751586914,0.0
qwen3:8b,9e6c92bd80caeda7c0656a65585ecf8b8bf8053c3c6ac21b63a9f3d854a0b11a,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,159.39598083496094,0.0
qwen3:8b,36414b3b923db76a5d4627ca9c4ffd018ded820b0be7e85f589d75375616b109,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,261.86492919921875,0.0
qwen3:8b,92fa10bded0c8fc3ecdc0ff7f913336e0fc0e25cbf40aef47dc2d16f977c8ae7,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,103.1092300415039,0.0
qwen3:8b,b7098b99c2ba1cb305638666d41ce159f119b6a89b3652a4caa9f67c7dd57909,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-38.305362701416016,-0.0
qwen3:8b,6ea834be5ead7a06beb314dcb89b7f164ff55c63562e7f237a4eb87bbbb2e2db,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,85.80675506591797,0.0
qwen3:8b,837b1b4da3fa248f97ee98f86ef03cb300802e4065667ea28329e2f9dda460f1,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,134.68218994140625,0.0
qwen3:8b,180384259b2bf5e08ccd6df1e101aedc5d0c9f6a2e05860599fbc066fa922345,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-85.80653381347656,-0.0
qwen3:8b,0b590bb5458a47405bb3b6ba8de2992c0a38908d52748aeda6300b7d5c91d955,5,35.63028799998574,652a21105f9653165e51b4fb9b61368036e7c6bb3594a9a6ece5fdc2ee76fd43,86231ed4927572906978a13defa146f8a5133ca0d3a38730a78b97c43e786ccd,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,19.040239334106445,0.0
qwen3:8b,183f8834a57109da1cdb2fb507df740abdcbea84b73e514bfa5dff17e47963be,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,36.10393142700195,0.0
qwen3:8b,d032e305779857f8665a9f0b5b6996745ea25217651cc490f94625004234432f,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,21.83660888671875,0.0
qwen3:8b,b3530190633117cd174fbaf79b38edc84e7714ce4b94ae1310472fe07dec5886,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,19.615596771240234,0.0
qwen3:8b,cbc40a556f0caeae6cc7e5465d260ba5dbec38e777d4ffb13348954c34d6f7be,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-248.9976043701172,-0.0
qwen3:8b,fc649bedeeb2393e7188c9fc0c4a39ba623b28f92fc878e52420d0dbf8c9a4e3,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-47.75324630737305,-0.0
qwen3:8b,d72757d4c4257f8fbb6fb838eb6ea700a689e01a9f252f23a8c9278f40c00e42,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,149.2783966064453,0.0
qwen3:8b,5cd73294819c35719be783e51f1bf4fb1c4d96bc8451fb87938c67f8c5af9457,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,140.45497131347656,0.0
qwen3:8b,febff823c7302a5decebc449c5f504f60cc2e1ebb558d910af4ea518eeabe8c2,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,101.99462890625,0.0
qwen3:8b,d0eead4ce388da116d1badc48cff6cced25a0e7e59c9d05551c4b958a7fb5cd2,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-28.72590446472168,-0.0
qwen3:8b,fe9674b8cd41eff5d599754795afcd50e18eeefa5483635973eb4f69e159e738,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-308.560791015625,-0.0
qwen3:8b,aa55e0c7e0cbdcd4b94a897c0b8922842f43279a67059a2a16cb5ed5e995ac18,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,-171.95799255371094,-0.0
qwen3:8b,0a215006f3c5714258c5b1d2286fe020c0593367279153e826c6b08f97c6b526,6,34.35304820002057,1e4911019481d8395f1c8f96da5c31ed6a82eddc6165394f0cfcf3740c657162,4bc9fa22e6eb09cfd7241df9bf21ed3ab636cb6e5141e803fbc138857d889767,veto,0.0,0.0,weak_cost_margin;unstable_analogs,True,151.4636688232422,0.0
qwen3:8b,91b75c41162b53f2c8b7d8a0adbc3dd0a222635c968a8fda5af254013a959563,7,37.06125480000628,3da97298efb63fc88057107e22b2f60a00a6123ee3ad7e587a0ea25ba88c2bdb,7435efd8df641e6d071e371adceb20867b7d267ac46cecc3be1ca45a604a0794,veto,0.0,1.0,weak_cost_margin;unstable_analogs,True,34.0578498840332,0.0
