slot_ordinal,role,scheduled_start_utc,scheduled_end_utc,status,reason_code,failure_classification,evidence_kind,slot_directory_present,eligible_anchor_ns,cumulative_training_eligible_anchor_ns
386,training,2026-08-04T00:50:00+00:00,2026-08-04T01:10:00+00:00,admitted,admitted,admitted,result,true,889720630500,131121772486400
387,training,2026-08-04T01:15:00+00:00,2026-08-04T01:35:00+00:00,admitted,admitted,admitted,result,true,889625212800,132011397699200
388,training,2026-08-04T01:40:00+00:00,2026-08-04T02:00:00+00:00,admitted,admitted,admitted,result,true,889686000300,132901083699500
389,training,2026-08-04T02:05:00+00:00,2026-08-04T02:25:00+00:00,admitted,admitted,admitted,result,true,889625996000,133790709695500
390,training,2026-08-04T02:30:00+00:00,2026-08-04T02:50:00+00:00,admitted,admitted,admitted,result,true,889575244100,134680284939600
391,training,2026-08-04T02:55:00+00:00,2026-08-04T03:15:00+00:00,admitted,admitted,admitted,result,true,889621144300,135569906083900
392,training,2026-08-04T03:20:00+00:00,2026-08-04T03:40:00+00:00,admitted,admitted,admitted,result,true,889647345100,136459553429000
393,training,2026-08-04T03:45:00+00:00,2026-08-04T04:05:00+00:00,admitted,admitted,admitted,result,true,889722842400,137349276271400
394,training,2026-08-04T04:10:00+00:00,2026-08-04T04:30:00+00:00,admitted,admitted,admitted,result,true,889633931600,138238910203000
395,training,2026-08-04T04:35:00+00:00,2026-08-04T04:55:00+00:00,admitted,admitted,admitted,result,true,889580198200,139128490401200
396,training,2026-08-04T05:00:00+00:00,2026-08-04T05:20:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,139128490401200
397,training,2026-08-04T05:25:00+00:00,2026-08-04T05:45:00+00:00,admitted,admitted,admitted,result,true,889545563500,140018035964700
398,training,2026-08-04T05:50:00+00:00,2026-08-04T06:10:00+00:00,admitted,admitted,admitted,result,true,889602733200,140907638697900
399,training,2026-08-04T06:15:00+00:00,2026-08-04T06:35:00+00:00,admitted,admitted,admitted,result,true,889604358500,141797243056400
400,training,2026-08-04T06:40:00+00:00,2026-08-04T07:00:00+00:00,admitted,admitted,admitted,result,true,889644952500,142686888008900
401,training,2026-08-04T07:05:00+00:00,2026-08-04T07:25:00+00:00,admitted,admitted,admitted,result,true,889601507700,143576489516600
402,training,2026-08-04T07:30:00+00:00,2026-08-04T07:50:00+00:00,admitted,admitted,admitted,result,true,889603082800,144466092599400
403,training,2026-08-04T07:55:00+00:00,2026-08-04T08:15:00+00:00,admitted,admitted,admitted,result,true,889610223100,145355702822500
404,training,2026-08-04T08:20:00+00:00,2026-08-04T08:40:00+00:00,admitted,admitted,admitted,result,true,889597466800,146245300289300
405,training,2026-08-04T08:45:00+00:00,2026-08-04T09:05:00+00:00,admitted,admitted,admitted,result,true,889564348700,147134864638000
406,training,2026-08-04T09:10:00+00:00,2026-08-04T09:30:00+00:00,admitted,admitted,admitted,result,true,889727627900,148024592265900
407,training,2026-08-04T09:35:00+00:00,2026-08-04T09:55:00+00:00,admitted,admitted,admitted,result,true,889537816000,148914130081900
408,training,2026-08-04T10:00:00+00:00,2026-08-04T10:20:00+00:00,admitted,admitted,admitted,result,true,889593743000,149803723824900
409,training,2026-08-04T10:25:00+00:00,2026-08-04T10:45:00+00:00,admitted,admitted,admitted,result,true,889595890100,150693319715000
410,training,2026-08-04T10:50:00+00:00,2026-08-04T11:10:00+00:00,admitted,admitted,admitted,result,true,889834244600,151583153959600
411,training,2026-08-04T11:15:00+00:00,2026-08-04T11:35:00+00:00,admitted,admitted,admitted,result,true,889601956800,152472755916400
412,training,2026-08-04T11:40:00+00:00,2026-08-04T12:00:00+00:00,admitted,admitted,admitted,result,true,889638702200,153362394618600
413,training,2026-08-04T12:05:00+00:00,2026-08-04T12:25:00+00:00,admitted,admitted,admitted,result,true,889584005300,154251978623900
414,training,2026-08-04T12:30:00+00:00,2026-08-04T12:50:00+00:00,admitted,admitted,admitted,result,true,889618607200,155141597231100
415,training,2026-08-04T12:55:00+00:00,2026-08-04T13:15:00+00:00,admitted,admitted,admitted,result,true,889659707000,156031256938100
416,training,2026-08-04T13:20:00+00:00,2026-08-04T13:40:00+00:00,admitted,admitted,admitted,result,true,889555369900,156920812308000
417,training,2026-08-04T13:45:00+00:00,2026-08-04T14:05:00+00:00,admitted,admitted,admitted,result,true,889925404300,157810737712300
418,training,2026-08-04T14:10:00+00:00,2026-08-04T14:30:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,157810737712300
419,training,2026-08-04T14:35:00+00:00,2026-08-04T14:55:00+00:00,admitted,admitted,admitted,result,true,889584658500,158700322370800
420,training,2026-08-04T15:00:00+00:00,2026-08-04T15:20:00+00:00,admitted,admitted,admitted,result,true,889629175000,159589951545800
421,training,2026-08-04T15:25:00+00:00,2026-08-04T15:45:00+00:00,admitted,admitted,admitted,result,true,889395084800,160479346630600
422,training,2026-08-04T15:50:00+00:00,2026-08-04T16:10:00+00:00,admitted,admitted,admitted,result,true,889694932400,161369041563000
423,training,2026-08-04T16:15:00+00:00,2026-08-04T16:35:00+00:00,admitted,admitted,admitted,result,true,889554015200,162258595578200
424,training,2026-08-04T16:40:00+00:00,2026-08-04T17:00:00+00:00,admitted,admitted,admitted,result,true,889642624200,163148238202400
425,training,2026-08-04T17:05:00+00:00,2026-08-04T17:25:00+00:00,admitted,admitted,admitted,result,true,889614854100,164037853056500
426,training,2026-08-04T17:30:00+00:00,2026-08-04T17:50:00+00:00,admitted,admitted,admitted,result,true,889602633300,164927455689800
427,training,2026-08-04T17:55:00+00:00,2026-08-04T18:15:00+00:00,admitted,admitted,admitted,result,true,889663708900,165817119398700
428,training,2026-08-04T18:20:00+00:00,2026-08-04T18:40:00+00:00,admitted,admitted,admitted,result,true,889561838100,166706681236800
429,training,2026-08-04T18:45:00+00:00,2026-08-04T19:05:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,166706681236800
430,training,2026-08-04T19:10:00+00:00,2026-08-04T19:30:00+00:00,admitted,admitted,admitted,result,true,889668968800,167596350205600
431,training,2026-08-04T19:35:00+00:00,2026-08-04T19:55:00+00:00,admitted,admitted,admitted,result,true,889727861200,168486078066800
432,training,2026-08-04T20:00:00+00:00,2026-08-04T20:20:00+00:00,admitted,admitted,admitted,result,true,602707526400,169088785593200
433,training,2026-08-04T20:25:00+00:00,2026-08-04T20:45:00+00:00,admitted,admitted,admitted,result,true,889457165900,169978242759100
434,training,2026-08-04T20:50:00+00:00,2026-08-04T21:10:00+00:00,admitted,admitted,admitted,result,true,889652747400,170867895506500
435,training,2026-08-04T21:15:00+00:00,2026-08-04T21:35:00+00:00,admitted,admitted,admitted,result,true,889592207600,171757487714100
436,training,2026-08-04T21:40:00+00:00,2026-08-04T22:00:00+00:00,admitted,admitted,admitted,result,true,889585255200,172647072969300
437,training,2026-08-04T22:05:00+00:00,2026-08-04T22:25:00+00:00,admitted,admitted,admitted,result,true,889607534900,173536680504200
438,training,2026-08-04T22:30:00+00:00,2026-08-04T22:50:00+00:00,admitted,admitted,admitted,result,true,889639165100,174426319669300
439,training,2026-08-04T22:55:00+00:00,2026-08-04T23:15:00+00:00,admitted,admitted,admitted,result,true,889940778700,175316260448000
440,training,2026-08-04T23:20:00+00:00,2026-08-04T23:40:00+00:00,admitted,admitted,admitted,result,true,889689271500,176205949719500
441,training,2026-08-04T23:45:00+00:00,2026-08-05T00:05:00+00:00,admitted,admitted,admitted,result,true,889634197200,177095583916700
442,training,2026-08-05T00:10:00+00:00,2026-08-05T00:30:00+00:00,admitted,admitted,admitted,result,true,889617690000,177985201606700
443,training,2026-08-05T00:35:00+00:00,2026-08-05T00:55:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,177985201606700
444,training,2026-08-05T01:00:00+00:00,2026-08-05T01:20:00+00:00,admitted,admitted,admitted,result,true,889607989300,178874809596000
445,training,2026-08-05T01:25:00+00:00,2026-08-05T01:45:00+00:00,admitted,admitted,admitted,result,true,889665606800,179764475202800
446,training,2026-08-05T01:50:00+00:00,2026-08-05T02:10:00+00:00,admitted,admitted,admitted,result,true,889659163800,180654134366600
447,training,2026-08-05T02:15:00+00:00,2026-08-05T02:35:00+00:00,admitted,admitted,admitted,result,true,889621635100,181543756001700
448,training,2026-08-05T02:40:00+00:00,2026-08-05T03:00:00+00:00,admitted,admitted,admitted,result,true,889649186600,182433405188300
449,training,2026-08-05T03:05:00+00:00,2026-08-05T03:25:00+00:00,admitted,admitted,admitted,result,true,889686364300,183323091552600
450,training,2026-08-05T03:30:00+00:00,2026-08-05T03:50:00+00:00,admitted,admitted,admitted,result,true,889686089600,184212777642200
451,training,2026-08-05T03:55:00+00:00,2026-08-05T04:15:00+00:00,admitted,admitted,admitted,result,true,889580538800,185102358181000
452,training,2026-08-05T04:20:00+00:00,2026-08-05T04:40:00+00:00,admitted,admitted,admitted,result,true,290210931600,185392569112600
453,training,2026-08-05T04:45:00+00:00,2026-08-05T05:05:00+00:00,admitted,admitted,admitted,result,true,889585669300,186282154781900
454,training,2026-08-05T05:10:00+00:00,2026-08-05T05:30:00+00:00,admitted,admitted,admitted,result,true,889701952900,187171856734800
455,training,2026-08-05T05:35:00+00:00,2026-08-05T05:55:00+00:00,admitted,admitted,admitted,result,true,889645652700,188061502387500
456,training,2026-08-05T06:00:00+00:00,2026-08-05T06:20:00+00:00,admitted,admitted,admitted,result,true,889535068000,188951037455500
457,training,2026-08-05T06:25:00+00:00,2026-08-05T06:45:00+00:00,admitted,admitted,admitted,result,true,889599863800,189840637319300
458,training,2026-08-05T06:50:00+00:00,2026-08-05T07:10:00+00:00,admitted,admitted,admitted,result,true,889595580600,190730232899900
459,training,2026-08-05T07:15:00+00:00,2026-08-05T07:35:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,190730232899900
460,training,2026-08-05T07:40:00+00:00,2026-08-05T08:00:00+00:00,admitted,admitted,admitted,result,true,889535642400,191619768542300
461,training,2026-08-05T08:05:00+00:00,2026-08-05T08:25:00+00:00,admitted,admitted,admitted,result,true,889622411600,192509390953900
462,training,2026-08-05T08:30:00+00:00,2026-08-05T08:50:00+00:00,admitted,admitted,admitted,result,true,889555766800,193398946720700
463,training,2026-08-05T08:55:00+00:00,2026-08-05T09:15:00+00:00,admitted,admitted,admitted,result,true,797100644000,194196047364700
464,training,2026-08-05T09:20:00+00:00,2026-08-05T09:40:00+00:00,admitted,admitted,admitted,result,true,499042472100,194695089836800
465,training,2026-08-05T09:45:00+00:00,2026-08-05T10:05:00+00:00,admitted,admitted,admitted,result,true,889541868400,195584631705200
466,training,2026-08-05T10:10:00+00:00,2026-08-05T10:30:00+00:00,admitted,admitted,admitted,result,true,889603090600,196474234795800
467,training,2026-08-05T10:35:00+00:00,2026-08-05T10:55:00+00:00,admitted,admitted,admitted,result,true,889561739700,197363796535500
468,training,2026-08-05T11:00:00+00:00,2026-08-05T11:20:00+00:00,admitted,admitted,admitted,result,true,889562161900,198253358697400
469,training,2026-08-05T11:25:00+00:00,2026-08-05T11:45:00+00:00,admitted,admitted,admitted,result,true,889651553600,199143010251000
470,training,2026-08-05T11:50:00+00:00,2026-08-05T12:10:00+00:00,admitted,admitted,admitted,result,true,889601024900,200032611275900
471,training,2026-08-05T12:15:00+00:00,2026-08-05T12:35:00+00:00,admitted,admitted,admitted,result,true,889613406500,200922224682400
472,training,2026-08-05T12:40:00+00:00,2026-08-05T13:00:00+00:00,admitted,admitted,admitted,result,true,889624902900,201811849585300
473,training,2026-08-05T13:05:00+00:00,2026-08-05T13:25:00+00:00,admitted,admitted,admitted,result,true,889581129500,202701430714800
474,training,2026-08-05T13:30:00+00:00,2026-08-05T13:50:00+00:00,admitted,admitted,admitted,late_adjudication,true,889654960600,203591085675400
475,training,2026-08-05T13:55:00+00:00,2026-08-05T14:15:00+00:00,admitted,admitted,admitted,result,true,889594093700,204480679769100
476,training,2026-08-05T14:20:00+00:00,2026-08-05T14:40:00+00:00,admitted,admitted,admitted,result,true,889595164500,205370274933600
477,training,2026-08-05T14:45:00+00:00,2026-08-05T15:05:00+00:00,admitted,admitted,admitted,result,true,822079112000,206192354045600
478,training,2026-08-05T15:10:00+00:00,2026-08-05T15:30:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,206192354045600
479,training,2026-08-05T15:35:00+00:00,2026-08-05T15:55:00+00:00,admitted,admitted,admitted,result,true,889554810400,207081908856000
480,training,2026-08-05T16:00:00+00:00,2026-08-05T16:20:00+00:00,admitted,admitted,admitted,result,true,889564578800,207971473434800
481,training,2026-08-05T16:25:00+00:00,2026-08-05T16:45:00+00:00,admitted,admitted,admitted,result,true,889564842200,208861038277000
482,training,2026-08-05T16:50:00+00:00,2026-08-05T17:10:00+00:00,admitted,admitted,admitted,result,true,541003907200,209402042184200
483,training,2026-08-05T17:15:00+00:00,2026-08-05T17:35:00+00:00,admitted,admitted,admitted,result,true,889664076000,210291706260200
484,training,2026-08-05T17:40:00+00:00,2026-08-05T18:00:00+00:00,admitted,admitted,admitted,result,true,889657282100,211181363542300
485,training,2026-08-05T18:05:00+00:00,2026-08-05T18:25:00+00:00,admitted,admitted,admitted,result,true,889566021200,212070929563500
486,training,2026-08-05T18:30:00+00:00,2026-08-05T18:50:00+00:00,missed,host_slot_missed,empty_supervisor_output,recovery,true,0,212070929563500
487,training,2026-08-05T18:55:00+00:00,2026-08-05T19:15:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,212070929563500
488,training,2026-08-05T19:20:00+00:00,2026-08-05T19:40:00+00:00,admitted,admitted,admitted,result,true,889581458900,212960511022400
489,training,2026-08-05T19:45:00+00:00,2026-08-05T20:05:00+00:00,admitted,admitted,admitted,result,true,889572287400,213850083309800
490,training,2026-08-05T20:10:00+00:00,2026-08-05T20:30:00+00:00,admitted,admitted,admitted,result,true,889682731600,214739766041400
491,training,2026-08-05T20:35:00+00:00,2026-08-05T20:55:00+00:00,admitted,admitted,admitted,result,true,889538756300,215629304797700
492,training,2026-08-05T21:00:00+00:00,2026-08-05T21:20:00+00:00,admitted,admitted,admitted,result,true,889629757700,216518934555400
493,training,2026-08-05T21:25:00+00:00,2026-08-05T21:45:00+00:00,admitted,admitted,admitted,result,true,889601887800,217408536443200
494,training,2026-08-05T21:50:00+00:00,2026-08-05T22:10:00+00:00,admitted,admitted,admitted,result,true,889626690000,218298163133200
495,training,2026-08-05T22:15:00+00:00,2026-08-05T22:35:00+00:00,admitted,admitted,admitted,result,true,889648420500,219187811553700
496,training,2026-08-05T22:40:00+00:00,2026-08-05T23:00:00+00:00,admitted,admitted,admitted,result,true,889903693700,220077715247400
497,training,2026-08-05T23:05:00+00:00,2026-08-05T23:25:00+00:00,admitted,admitted,admitted,result,true,889623343700,220967338591100
498,training,2026-08-05T23:30:00+00:00,2026-08-05T23:50:00+00:00,admitted,admitted,admitted,result,true,889621478100,221856960069200
499,training,2026-08-05T23:55:00+00:00,2026-08-06T00:15:00+00:00,admitted,admitted,admitted,result,true,889604820200,222746564889400
500,training,2026-08-06T00:20:00+00:00,2026-08-06T00:40:00+00:00,admitted,admitted,admitted,result,true,889542577700,223636107467100
501,training,2026-08-06T00:45:00+00:00,2026-08-06T01:05:00+00:00,admitted,admitted,admitted,result,true,889545825000,224525653292100
502,training,2026-08-06T01:10:00+00:00,2026-08-06T01:30:00+00:00,admitted,admitted,admitted,result,true,889567549400,225415220841500
503,training,2026-08-06T01:35:00+00:00,2026-08-06T01:55:00+00:00,admitted,admitted,admitted,result,true,889627383700,226304848225200
504,training,2026-08-06T02:00:00+00:00,2026-08-06T02:20:00+00:00,admitted,admitted,admitted,result,true,889620226900,227194468452100
505,training,2026-08-06T02:25:00+00:00,2026-08-06T02:45:00+00:00,admitted,admitted,admitted,result,true,774553917200,227969022369300
506,training,2026-08-06T02:50:00+00:00,2026-08-06T03:10:00+00:00,admitted,admitted,admitted,result,true,889642173000,228858664542300
507,training,2026-08-06T03:15:00+00:00,2026-08-06T03:35:00+00:00,admitted,admitted,admitted,result,true,889572689400,229748237231700
508,training,2026-08-06T03:40:00+00:00,2026-08-06T04:00:00+00:00,admitted,admitted,admitted,result,true,889651794800,230637889026500
509,training,2026-08-06T04:05:00+00:00,2026-08-06T04:25:00+00:00,admitted,admitted,admitted,result,true,889635463800,231527524490300
510,training,2026-08-06T04:30:00+00:00,2026-08-06T04:50:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,231527524490300
511,training,2026-08-06T04:55:00+00:00,2026-08-06T05:15:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,231527524490300
512,training,2026-08-06T05:20:00+00:00,2026-08-06T05:40:00+00:00,admitted,admitted,admitted,result,true,889629290000,232417153780300
513,training,2026-08-06T05:45:00+00:00,2026-08-06T06:05:00+00:00,admitted,admitted,admitted,result,true,889660009400,233306813789700
514,tuning,2026-08-06T06:10:00+00:00,2026-08-06T06:30:00+00:00,admitted,admitted,admitted,result,true,877016069300,233306813789700
515,tuning,2026-08-06T06:35:00+00:00,2026-08-06T06:55:00+00:00,admitted,admitted,admitted,result,true,889562281600,233306813789700
516,tuning,2026-08-06T07:00:00+00:00,2026-08-06T07:20:00+00:00,admitted,admitted,admitted,result,true,889612813700,233306813789700
517,tuning,2026-08-06T07:25:00+00:00,2026-08-06T07:45:00+00:00,admitted,admitted,admitted,result,true,889694252200,233306813789700
518,tuning,2026-08-06T07:50:00+00:00,2026-08-06T08:10:00+00:00,admitted,admitted,admitted,result,true,889609430900,233306813789700
519,tuning,2026-08-06T08:15:00+00:00,2026-08-06T08:35:00+00:00,admitted,admitted,admitted,result,true,889592477300,233306813789700
520,tuning,2026-08-06T08:40:00+00:00,2026-08-06T09:00:00+00:00,admitted,admitted,admitted,result,true,889633128500,233306813789700
521,tuning,2026-08-06T09:05:00+00:00,2026-08-06T09:25:00+00:00,transport_excluded,in_run_transport,transport_excluded,result,true,0,233306813789700
522,tuning,2026-08-06T09:30:00+00:00,2026-08-06T09:50:00+00:00,admitted,admitted,admitted,result,true,889629957200,233306813789700
523,tuning,2026-08-06T09:55:00+00:00,2026-08-06T10:15:00+00:00,admitted,admitted,admitted,result,true,889562437600,233306813789700
524,tuning,2026-08-06T10:20:00+00:00,2026-08-06T10:40:00+00:00,admitted,admitted,admitted,result,true,889604104400,233306813789700
525,tuning,2026-08-06T10:45:00+00:00,2026-08-06T11:05:00+00:00,admitted,admitted,admitted,result,true,889613391300,233306813789700
526,tuning,2026-08-06T11:10:00+00:00,2026-08-06T11:30:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,233306813789700
527,tuning,2026-08-06T11:35:00+00:00,2026-08-06T11:55:00+00:00,admitted,admitted,admitted,result,true,889671043900,233306813789700
528,tuning,2026-08-06T12:00:00+00:00,2026-08-06T12:20:00+00:00,admitted,admitted,admitted,result,true,889570629600,233306813789700
529,tuning,2026-08-06T12:25:00+00:00,2026-08-06T12:45:00+00:00,admitted,admitted,admitted,result,true,889597201800,233306813789700
530,tuning,2026-08-06T12:50:00+00:00,2026-08-06T13:10:00+00:00,admitted,admitted,admitted,result,true,889587924300,233306813789700
531,tuning,2026-08-06T13:15:00+00:00,2026-08-06T13:35:00+00:00,admitted,admitted,admitted,result,true,889636486000,233306813789700
532,tuning,2026-08-06T13:40:00+00:00,2026-08-06T14:00:00+00:00,admitted,admitted,admitted,result,true,889658558900,233306813789700
533,tuning,2026-08-06T14:05:00+00:00,2026-08-06T14:25:00+00:00,admitted,admitted,admitted,result,true,889615109400,233306813789700
534,tuning,2026-08-06T14:30:00+00:00,2026-08-06T14:50:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,233306813789700
535,tuning,2026-08-06T14:55:00+00:00,2026-08-06T15:15:00+00:00,admitted,admitted,admitted,result,true,889659749100,233306813789700
536,tuning,2026-08-06T15:20:00+00:00,2026-08-06T15:40:00+00:00,admitted,admitted,admitted,result,true,889591204000,233306813789700
537,tuning,2026-08-06T15:45:00+00:00,2026-08-06T16:05:00+00:00,admitted,admitted,admitted,result,true,889574772400,233306813789700
538,tuning,2026-08-06T16:10:00+00:00,2026-08-06T16:30:00+00:00,admitted,admitted,admitted,result,true,488657021500,233306813789700
539,tuning,2026-08-06T16:35:00+00:00,2026-08-06T16:55:00+00:00,admitted,admitted,admitted,result,true,889585814100,233306813789700
540,tuning,2026-08-06T17:00:00+00:00,2026-08-06T17:20:00+00:00,admitted,admitted,admitted,result,true,889786617600,233306813789700
541,tuning,2026-08-06T17:25:00+00:00,2026-08-06T17:45:00+00:00,admitted,admitted,admitted,result,true,889675966200,233306813789700
542,tuning,2026-08-06T17:50:00+00:00,2026-08-06T18:10:00+00:00,admitted,admitted,admitted,result,true,889630388200,233306813789700
543,tuning,2026-08-06T18:15:00+00:00,2026-08-06T18:35:00+00:00,admitted,admitted,admitted,result,true,889616551000,233306813789700
544,tuning,2026-08-06T18:40:00+00:00,2026-08-06T19:00:00+00:00,admitted,admitted,admitted,result,true,889620113000,233306813789700
545,tuning,2026-08-06T19:05:00+00:00,2026-08-06T19:25:00+00:00,admitted,admitted,admitted,result,true,889610689700,233306813789700
546,tuning,2026-08-06T19:30:00+00:00,2026-08-06T19:50:00+00:00,admitted,admitted,admitted,result,true,889620017500,233306813789700
547,tuning,2026-08-06T19:55:00+00:00,2026-08-06T20:15:00+00:00,admitted,admitted,admitted,result,true,889566406800,233306813789700
548,tuning,2026-08-06T20:20:00+00:00,2026-08-06T20:40:00+00:00,admitted,admitted,admitted,result,true,889568654900,233306813789700
549,tuning,2026-08-06T20:45:00+00:00,2026-08-06T21:05:00+00:00,admitted,admitted,admitted,result,true,889627500600,233306813789700
550,tuning,2026-08-06T21:10:00+00:00,2026-08-06T21:30:00+00:00,admitted,admitted,admitted,result,true,889600199400,233306813789700
551,tuning,2026-08-06T21:35:00+00:00,2026-08-06T21:55:00+00:00,admitted,admitted,admitted,result,true,889597644800,233306813789700
552,tuning,2026-08-06T22:00:00+00:00,2026-08-06T22:20:00+00:00,admitted,admitted,admitted,result,true,889617749100,233306813789700
553,tuning,2026-08-06T22:25:00+00:00,2026-08-06T22:45:00+00:00,admitted,admitted,admitted,result,true,889555485900,233306813789700
554,tuning,2026-08-06T22:50:00+00:00,2026-08-06T23:10:00+00:00,admitted,admitted,admitted,result,true,889808169600,233306813789700
555,tuning,2026-08-06T23:15:00+00:00,2026-08-06T23:35:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,233306813789700
556,tuning,2026-08-06T23:40:00+00:00,2026-08-07T00:00:00+00:00,admitted,admitted,admitted,result,true,889640542100,233306813789700
557,tuning,2026-08-07T00:05:00+00:00,2026-08-07T00:25:00+00:00,admitted,admitted,admitted,result,true,889580504800,233306813789700
558,tuning,2026-08-07T00:30:00+00:00,2026-08-07T00:50:00+00:00,admitted,admitted,admitted,result,true,889656778100,233306813789700
559,tuning,2026-08-07T00:55:00+00:00,2026-08-07T01:15:00+00:00,admitted,admitted,admitted,result,true,889678749400,233306813789700
560,tuning,2026-08-07T01:20:00+00:00,2026-08-07T01:40:00+00:00,admitted,admitted,admitted,result,true,889642477900,233306813789700
561,tuning,2026-08-07T01:45:00+00:00,2026-08-07T02:05:00+00:00,admitted,admitted,admitted,result,true,889617334000,233306813789700
562,tuning,2026-08-07T02:10:00+00:00,2026-08-07T02:30:00+00:00,admitted,admitted,admitted,result,true,889543434200,233306813789700
563,tuning,2026-08-07T02:35:00+00:00,2026-08-07T02:55:00+00:00,admitted,admitted,admitted,result,true,889585186500,233306813789700
564,tuning,2026-08-07T03:00:00+00:00,2026-08-07T03:20:00+00:00,admitted,admitted,admitted,result,true,889600575700,233306813789700
565,tuning,2026-08-07T03:25:00+00:00,2026-08-07T03:45:00+00:00,admitted,admitted,admitted,result,true,889623617300,233306813789700
566,tuning,2026-08-07T03:50:00+00:00,2026-08-07T04:10:00+00:00,admitted,admitted,admitted,result,true,889616812100,233306813789700
567,tuning,2026-08-07T04:15:00+00:00,2026-08-07T04:35:00+00:00,admitted,admitted,admitted,result,true,889637609100,233306813789700
568,tuning,2026-08-07T04:40:00+00:00,2026-08-07T05:00:00+00:00,admitted,admitted,admitted,result,true,889599474100,233306813789700
569,tuning,2026-08-07T05:05:00+00:00,2026-08-07T05:25:00+00:00,transport_excluded,startup_transport,transport_excluded,result,true,0,233306813789700
570,tuning,2026-08-07T05:30:00+00:00,2026-08-07T05:50:00+00:00,admitted,admitted,admitted,result,true,889784750600,233306813789700
571,tuning,2026-08-07T05:55:00+00:00,2026-08-07T06:15:00+00:00,admitted,admitted,admitted,result,true,889679093900,233306813789700
572,tuning,2026-08-07T06:20:00+00:00,2026-08-07T06:40:00+00:00,admitted,admitted,admitted,result,true,889557192000,233306813789700
573,tuning,2026-08-07T06:45:00+00:00,2026-08-07T07:05:00+00:00,admitted,admitted,admitted,result,true,889632875500,233306813789700
574,tuning,2026-08-07T07:10:00+00:00,2026-08-07T07:30:00+00:00,admitted,admitted,admitted,result,true,889545413500,233306813789700
575,tuning,2026-08-07T07:35:00+00:00,2026-08-07T07:55:00+00:00,admitted,admitted,admitted,result,true,889611558600,233306813789700
576,tuning,2026-08-07T08:00:00+00:00,2026-08-07T08:20:00+00:00,admitted,admitted,admitted,result,true,889528005900,233306813789700
577,tuning,2026-08-07T08:25:00+00:00,2026-08-07T08:45:00+00:00,admitted,admitted,admitted,result,true,889583288200,233306813789700
578,tuning,2026-08-07T08:50:00+00:00,2026-08-07T09:10:00+00:00,admitted,admitted,admitted,result,true,889623643300,233306813789700
579,tuning,2026-08-07T09:15:00+00:00,2026-08-07T09:35:00+00:00,admitted,admitted,admitted,result,true,889634688400,233306813789700
580,tuning,2026-08-07T09:40:00+00:00,2026-08-07T10:00:00+00:00,admitted,admitted,admitted,result,true,889704405800,233306813789700
581,tuning,2026-08-07T10:05:00+00:00,2026-08-07T10:25:00+00:00,admitted,admitted,admitted,result,true,889540631100,233306813789700
582,tuning,2026-08-07T10:30:00+00:00,2026-08-07T10:50:00+00:00,admitted,admitted,admitted,result,true,889534280700,233306813789700
583,tuning,2026-08-07T10:55:00+00:00,2026-08-07T11:15:00+00:00,admitted,admitted,admitted,result,true,889851616400,233306813789700
584,tuning,2026-08-07T11:20:00+00:00,2026-08-07T11:40:00+00:00,admitted,admitted,admitted,result,true,889652076200,233306813789700
585,tuning,2026-08-07T11:45:00+00:00,2026-08-07T12:05:00+00:00,admitted,admitted,admitted,result,true,889632974700,233306813789700
586,tuning,2026-08-07T12:10:00+00:00,2026-08-07T12:30:00+00:00,missed,host_slot_missed,captured_unsupported_terminal_class,recovery,true,0,233306813789700
587,tuning,2026-08-07T12:35:00+00:00,2026-08-07T12:55:00+00:00,transport_excluded,startup_transport,transport_excluded,result,true,0,233306813789700
588,tuning,2026-08-07T13:00:00+00:00,2026-08-07T13:20:00+00:00,admitted,admitted,admitted,result,true,889692082400,233306813789700
589,tuning,2026-08-07T13:25:00+00:00,2026-08-07T13:45:00+00:00,admitted,admitted,admitted,result,true,889656850700,233306813789700
590,tuning,2026-08-07T13:50:00+00:00,2026-08-07T14:10:00+00:00,admitted,admitted,admitted,result,true,889629266500,233306813789700
591,tuning,2026-08-07T14:15:00+00:00,2026-08-07T14:35:00+00:00,missed,host_slot_missed,captured_fresh_audit_failed,recovery,true,0,233306813789700
592,tuning,2026-08-07T14:40:00+00:00,2026-08-07T15:00:00+00:00,admitted,admitted,admitted,result,true,889580662100,233306813789700
593,tuning,2026-08-07T15:05:00+00:00,2026-08-07T15:25:00+00:00,admitted,admitted,admitted,result,true,889645480900,233306813789700
594,tuning,2026-08-07T15:30:00+00:00,2026-08-07T15:50:00+00:00,admitted,admitted,admitted,result,true,889588471300,233306813789700
