path	index_blob	working_sha256	mechanical_status	lines	functions	bare_except	error_type
data/binance-futures-bonus-voucher-nonrecourse-or-organic-cost-overlay-v1/raw/01-faq.journal.jsonl	5bb30bbc5eb9612c9923deb1539e2a8a1228c92c		metadata_only_not_reviewed				
data/binance-futures-bonus-voucher-nonrecourse-or-organic-cost-overlay-v1/raw/01-faq.raw.json	4ff0d7924e8b71ef2d93cc3aeb88e76292184530		metadata_only_not_reviewed				
data/binance-futures-free-position-zero-capital-option-v1/raw/01-faq.journal.jsonl	bd049d2da90bbd7483d1b7b5b0189dbb57257824		metadata_only_not_reviewed				
data/binance-futures-free-position-zero-capital-option-v1/raw/01-faq.raw.json	565df443852197d9fd82d9aa9cc37cc5b9a55e24		metadata_only_not_reviewed				
data/binance-glw-special-funding-terminal-reconciliation-v2/raw/GLWUSDT-funding-history-delta.json	ff93cb301192295b109033da45ccee324022621c		metadata_only_not_reviewed				
data/binance-glw-special-funding-terminal-reconciliation-v2/request-journal.jsonl	c67bfcf24888fbdd237aea654ab2517bdf307871		metadata_only_not_reviewed				
data/binance-glw-special-funding-trigger-v1/raw/GLWUSDT_special_funding_history.json	d01cbcb10d3a10fff42329b47199f86c253ffea1		metadata_only_not_reviewed				
data/binance-googl-bstock-holiday-dividend-v1/raw/00-request-journal.jsonl	a64e7c0b50bc4e56528323d3f6e384fd7104fbbf		metadata_only_not_reviewed				
data/binance-googl-bstock-holiday-dividend-v1/raw/01-binance-announcement.raw.json	b96919b16182743e98a19eb0acf20003b6b94533		metadata_only_not_reviewed				
data/binance-googl-bstock-holiday-dividend-v1/raw/02-request-journal.jsonl	16b5bc650903cda0eebe7c511162f61c6cf82566		metadata_only_not_reviewed				
data/binance-latest-announcement-trigger-sweep-v1/raw/00-request-journal.jsonl	cd36a28bcb4184723fb07678c2a31bfa9e1897d5		metadata_only_not_reviewed				
data/binance-latest-announcement-trigger-sweep-v1/raw/01-announcement-list.raw.json	6b1c79da3a45da9a1eee5067cb4bd2ba55f02527		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/btc-coin-funding.json	9b0e0a67c65dd24a898c6f00a7ce6e1b7af01b77		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/btc-linear-funding.json	e0d317dc9c586cd268986cf1eb70b476181d6142		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/coin-exchange-info.json	9b50b067565a5b8b73c04619d80cdf8ac3645d71		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/eth-coin-funding.json	a17f190a9b114780b076330cb9fc0fba0dace4ea		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/eth-linear-funding.json	9e3b3842c74f0dc02c10551f7277f6928bf34b63		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/linear-exchange-info.json	681cc785fb5e894ada76d91f1efb965cde760bba		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/sol-coin-funding.json	fbdbe77fb746bb620ac41cbf42d56735b96526ea		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/raw/sol-linear-funding.json	5eb5d125f47d047a18d08c8983f7e2e845c9d6c1		metadata_only_not_reviewed				
data/binance-linear-inverse-funding-v1/request-journal.jsonl	7915a26c1ea993e38827e5713c2f408d3a7cdbc6		metadata_only_not_reviewed				
data/binance-margin-yield-asset-isolated-pair-removal-v1/raw/article.json	b2a7f9526821abd74180358d16bb42ddea35259f		metadata_only_not_reviewed				
data/binance-margin-yield-asset-isolated-pair-removal-v1/request-journal.jsonl	0f7260ca0b2d21559ea7ce09e5e5017198112b09		metadata_only_not_reviewed				
data/binance-native-stock-new-tradfi-perpetual-v1/request-journal.jsonl	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391		metadata_only_not_reviewed				
data/binance-one-way-arbitrage-paper-v1/raw/2607.09491v1.pdf	4c1e99d9f543e9191aff0c3cb8d6d7323f8d6702		metadata_only_not_reviewed				
data/binance-one-way-arbitrage-paper-v1/request-journal.jsonl	f2f7d566cff2b0ae73347806a9a5fcf908273da1		metadata_only_not_reviewed				
data/binance-options-block-trade-single-leg-v1/raw/00-request-journal.jsonl	bb423a932edb9e1c1849ebbd9488eae7f7660e41		metadata_only_not_reviewed				
data/binance-options-block-trade-single-leg-v1/raw/01-official-block-trade-doc.raw.html	56364f10d416c191d4680cf01df05e00e028b023		metadata_only_not_reviewed				
data/binance-perpetual-clamp-bounds-paper-v1/raw/5262988.pdf	71f605aa9310cd619a8dde0e7be9ae34d4213f1d		metadata_only_not_reviewed				
data/binance-perpetual-clamp-bounds-paper-v1/request-journal.jsonl	0dcd1952d5ce6d114b8fa7f6bbc7a49bf0a58e61		metadata_only_not_reviewed				
data/binance-rpi-maker-hedge-source-gate-v1/journal.json	0dd02716db99e1cb2465f21981fc2d21f5e0a955		metadata_only_not_reviewed				
data/binance-rpi-maker-hedge-source-gate-v1/raw/binance_usdm_market_data.raw.html	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v1/journal.json	23442634c2415a6869030a53178f0f103558e0a7		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v1/raw/rlusd.json	b75827265c6a5af250f88ff21c74f8fd1abdedac		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v1/raw/usd1.json	522c6c81fa0a85c4383a60710e38e991a7d265b1		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v2/raw/rlusd.json	486f6949de4e24faad2cb1f1d40c35d18c22a873		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v2/raw/usd1.json	11d8c6756e394e4fcebe5b17bc7fc7d3cd63f4c9		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v2/rlusd.journal.jsonl	bedd46de136f5ffebaa45744059980adcdb84008		metadata_only_not_reviewed				
data/binance-scheduled-yield-distribution-refresh-v2/usd1.journal.jsonl	7c34b0ff840e54e64f44873489a6ce8fb96307a6		metadata_only_not_reviewed				
data/binance-shein-native-stock-counterpart-v1/raw/00-request-journal.jsonl	2907cb366715ccbcb8924802c59de6538614192b		metadata_only_not_reviewed				
data/binance-shein-native-stock-counterpart-v1/raw/01-stocks-introduction.raw.html	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391		metadata_only_not_reviewed				
data/binance-shein-quanto-polymarket-perps-match-v1/raw/polymarket-instruments.json	6f83c63c128dfc747b3e9d2da1db8123a604a59b		metadata_only_not_reviewed				
data/binance-shein-quanto-polymarket-perps-match-v1/request-journal.jsonl	f9117ba9bad22714ebaf7c25fd6953f8cc2cac90		metadata_only_not_reviewed				
data/binance-simple-earn-trial-fund-v1/raw/01-faq.journal.jsonl	63796a7809e78b75dbcf7a9138f593a426541793		metadata_only_not_reviewed				
data/binance-simple-earn-trial-fund-v1/raw/01-faq.raw.json	e48b27e1686b09b999a75289bf0bf52fdf060eda		metadata_only_not_reviewed				
data/binance-spot-amend-keep-priority-source-v1/journal.json	101d944493b4afcf6fd5be737a4cb1d0eeb774fd		metadata_only_not_reviewed				
data/binance-spot-amend-keep-priority-source-v1/raw/order_amend_keep_priority.raw.md	00ff5f4e759ec2dfd964c21f45e06dba4a6ea177		metadata_only_not_reviewed				
data/binance-spot-sor-liquidity-overlay-v1/raw/exchangeInfo.json.gz	d7ff3066e48059227139c8d57f4f2d80a27832ff		metadata_only_not_reviewed				
data/binance-spot-sor-liquidity-overlay-v1/request-journal.jsonl	21e2eacb4d57a56077de0dba5bf8bc9fe2edec95		metadata_only_not_reviewed				
data/binance-stock-option-inventory-v1/raw/options-exchange-info.raw	cb59695d93d130c65df48e70f78c210a3440e1e3		metadata_only_not_reviewed				
data/binance-stock-option-inventory-v1/request-journal.jsonl	6d72536c2c0c89ea02726a8c55055365dc100b4f		metadata_only_not_reviewed				
data/binance-stocks-fee-current-conflict-v1/rendered-semantic-snapshot.json	c766839bc02fd18d5a1cd7a436ec6ba41a636598		metadata_only_not_reviewed				
data/binance-stocks-fee-current-conflict-v1/request-journal.jsonl	5a700eb6073dd23be1a10554079112430e2e6adf		metadata_only_not_reviewed				
data/binance-stocks-fee-extension-source-v1/request-journal.jsonl	487c273d691ec23a2706c10cbd22f67153f3ceb4		metadata_only_not_reviewed				
data/binance-token-voucher-direct-cash-v1/raw/01-faq.journal.jsonl	72c6b4ea294d84f3513c31637115be8fbb7ebb43		metadata_only_not_reviewed				
data/binance-token-voucher-direct-cash-v1/raw/01-faq.raw.json	a00ad42577603871504901da692caa1a33ba31cc		metadata_only_not_reviewed				
data/binance-trading-fee-rebate-voucher-organic-cost-overlay-v1/raw/01-faq.journal.jsonl	f8bee9ac11e34d735b144171d947218be06b6f6a		metadata_only_not_reviewed				
data/binance-trading-fee-rebate-voucher-organic-cost-overlay-v1/raw/01-faq.raw.json	742c5e31d41d6f53c21bcc9b0b7d46d293a04fec		metadata_only_not_reviewed				
data/binance-tsm-bstock-dividend-underdebit-v1/journal.json	2a28d8300fb2f9036e902e15b6c803262894089d		metadata_only_not_reviewed				
data/binance-tsm-bstock-dividend-underdebit-v1/raw/tsmc_1q26_upcoming_dividend.raw.html	eac193ca8fa2cb9a24d1329768173020cdbc0cad		metadata_only_not_reviewed				
data/binance-tsm-bstock-dividend-underdebit-v1/raw/tsmc_4q25_prior_dividend.raw.html	60c131a35e98a4fa1254db61b739724680b33263		metadata_only_not_reviewed				
data/binance-wdc-nvda-bstock-dividend-v1/raw/00-request-journal.jsonl	126e497e0ee016a96b03e5ef5d2b175dd9c2705e		metadata_only_not_reviewed				
data/binance-wdc-nvda-bstock-dividend-v1/raw/01-binance-announcement.raw.json	1367676303d97393a89d30a0512e60b109694e2d		metadata_only_not_reviewed				
data/binance-web3-prediction-otc-blocktrade-v1/raw/official-otc-docs.html	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391		metadata_only_not_reviewed				
data/binance-web3-prediction-otc-blocktrade-v1/request-journal.jsonl	2d22db035f0742eb90a8b70ac7165349b02f4eb2		metadata_only_not_reviewed				
data/binance-xau-paxg-perpetual-funding-spread-v1/raw/funding-paxgusdt.json	ab208c6e914826696a64b7406b06e42bbc41e95a		metadata_only_not_reviewed				
data/binance-xau-paxg-perpetual-funding-spread-v1/raw/funding-xauusdt.json	eca6f46d0c7b8e8f20495dec1e96a7237eb9fa0b		metadata_only_not_reviewed				
data/binance-xau-paxg-perpetual-funding-spread-v1/request-journal.jsonl	2f66ee1fcbc4b80109a82bb117097fd1ca82af75		metadata_only_not_reviewed				
data/polymarket-2026-balance-of-power-state-cover-metadata-v1/house-request-journal.jsonl	8d6eaa0c5a3283a1472ccda4a690e4c2edb97d84		metadata_only_not_reviewed				
data/polymarket-2026-balance-of-power-state-cover-metadata-v1/joint-request-journal.jsonl	6a0801c7eabedd0babe878778f882db9090a2aab		metadata_only_not_reviewed				
data/polymarket-2026-balance-of-power-state-cover-metadata-v1/raw/house-event.json	d7333c6247d3febfbc9d1a739cd7d8de04509e74		metadata_only_not_reviewed				
data/polymarket-2026-balance-of-power-state-cover-metadata-v1/raw/joint-event.json	b575b5d10d9f21d070fc8be3047910c89abb7af1		metadata_only_not_reviewed				
data/polymarket-2026-senate-house-seat-projection-metadata-v1/joint-request-journal.jsonl	0f5dffae20ad7393d4f8709cce817ee710cb2f58		metadata_only_not_reviewed				
data/polymarket-2026-senate-house-seat-projection-metadata-v1/raw/joint-event.json	e8bf92ad69815ee44e52902f98591be66e60d4a3		metadata_only_not_reviewed				
data/polymarket-2026-senate-house-seat-projection-metadata-v1/raw/senate-event.json	872c079742fa53fa52aa4c15c6cdaa831e30220d		metadata_only_not_reviewed				
data/polymarket-2026-senate-house-seat-projection-metadata-v1/senate-request-journal.jsonl	0278911e9b6684926a7dc7763b77fd6172993a54		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-metadata-v1/raw/aca-event.json	d41d574c3883f2b3cb3df9c55cb4e8b024634d04		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-metadata-v1/raw/combined-event.json	9b1a06148143c035c1276643499325c50b405c48		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-metadata-v1/raw/house-event.json	3e9e9b4ddf3aaedc87c20ffaa9f7b097c5996fa0		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-metadata-v1/request-journal.jsonl	7330c836d29c6fad2b601f68d290a3d2fa76bb28		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-parity-v1/raw/books.json	ececc897998b8d38b365da60fe228947c087167a		metadata_only_not_reviewed				
data/polymarket-aca-house-identity-parity-v1/request-journal.jsonl	f46cec66a4c333b7d1fa6f1c9465b528e65b0691		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-retained-reward-books-v1/01-two-token-books.intent.json	854824b56adcd3efd4109a3f3c60227cce154cdf		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-retained-reward-books-v1/01-two-token-books.raw	9e169285408264745967acbd28aa93ea41a812e7		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-retained-reward-books-v1/01-two-token-books.receipt.json	c691f437e73e74db5abf69774539a32262d94af2		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/01-exact-gamma-market.intent.json	7e8bb9e77222b5929f3467d9766c31624844d10d		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/01-exact-gamma-market.raw	c3ec378cce2a8d26ffaf613b099e7e98bcb247d7		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/01-exact-gamma-market.receipt.json	4570a45444998136a7b064300919f69b38fa9816		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/02-exact-sponsored-reward.intent.json	e81fd75b4729ca4f2a9ed4e63b79b01d5477c79e		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/02-exact-sponsored-reward.raw	fce2bd9ef5b7c1d932a2c057834a04e9e078a5ca		metadata_only_not_reviewed				
data/polymarket-anduril-1225b-reward-source-v1/02-exact-sponsored-reward.receipt.json	f60cbe1af04e56e2e7cbd0bd753d9d9d7ed5c3bb		metadata_only_not_reviewed				
data/polymarket-btc-5m-current-rule-identity-v1/raw/00-request-journal.jsonl	7b03c0f9e4d965766fcef47006f065af81353d8b		metadata_only_not_reviewed				
data/polymarket-btc-5m-current-rule-identity-v1/raw/01-event.raw.json	1da2788382157129d0eebb82b796f8ef728e3de9		metadata_only_not_reviewed				
data/polymarket-btc-multi-strikes-weekly-negrisk-v1/raw/events.json	c4e5943b5afabc03acec6dc1fad1382d07af5a0f		metadata_only_not_reviewed				
data/polymarket-btc-multi-strikes-weekly-negrisk-v1/request-journal.jsonl	bf94ff8afda538127c3458700189b0858c16bdf9		metadata_only_not_reviewed				
data/polymarket-btc-sep4-price-range-exact-negrisk-books-v1/raw/books.json	456456811946147f2d5cf2acfa83415d5c7d4bda		metadata_only_not_reviewed				
data/polymarket-btc-sep4-price-range-exact-negrisk-books-v1/request-journal.jsonl	caa9cf79cc2ead0fd143e75a3f182f338015646f		metadata_only_not_reviewed				
data/polymarket-btc-sep4-price-range-exact-negrisk-prefilter-v1/raw/event.json	ca330b94e425691583cd6ea0b41f39546e5769cc		metadata_only_not_reviewed				
data/polymarket-btc-sep4-price-range-exact-negrisk-prefilter-v1/request-journal.jsonl	38229b4ff908cdc94805063a3e47b0ff896023bd		metadata_only_not_reviewed				
data/polymarket-cfb-september-5-complete-monotone-catalog-v1/raw/events.json	704d6a130ea33b0113456849a03b028f39303db5		metadata_only_not_reviewed				
data/polymarket-cfb-september-5-complete-monotone-catalog-v1/request-journal.jsonl	de108acb0c9e0632632031e9304603ad8b0f3e23		metadata_only_not_reviewed				
data/polymarket-cfb-september-6-complete-monotone-catalog-v1/raw/events.json	ca01064f8b2a057412887b99342a6c8f52060ee6		metadata_only_not_reviewed				
data/polymarket-cfb-september-6-complete-monotone-catalog-v1/request-journal.jsonl	b019c87e58a3a8c0743869a51d85a410aefcf919		metadata_only_not_reviewed				
data/polymarket-cfb-september-7-complete-monotone-catalog-v1/raw/events.json	82aa5821e0355dc69793c091c36e99cc4348b281		metadata_only_not_reviewed				
